Name,Code,Category,Price,Change,Change%,52week,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),hyperlink
MHB,5186,"Energy, Infrastructure, Equipment & ServicesEnergy, Main Market",0.380,0.01,2.7%,0.305-0.485,"12,848",6.43,0,0.93,5.91,0.00,6.91,0.41,608.00,https://www.klsescreener.com/v2/stocks/view/5186/malaysia-marine-and-heavy-eng
BIMB,5258,"BankingFinancial Services, Main Market",2.390,0.01,0.4%,2.190-2.580,"3,964",24.59,14.45,3.56,9.72,6.05,6.91,0.67,5416.87,https://www.klsescreener.com/v2/stocks/view/5258/bank-islam-malaysia-berhad
ARK,7007,"PropertyProperty, Main Market",0.195,0,0%,0.185-0.290,0,1.93,0,0.28,10.10,0.00,6.89,0.70,19.41,https://www.klsescreener.com/v2/stocks/view/7007/ark-resources-holdings-berhad
SUPERLN,7235,"Building MaterialsIndustrial Products & Services, Main Market",0.660,-0.005,-0.8%,0.635-0.820,168,7.53,2.75,1.096,8.76,4.17,6.88,0.60,105.60,https://www.klsescreener.com/v2/stocks/view/7235/superlon-holdings-bhd
MINOX,0288,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.165,0,0%,0.135-0.250,0,1.43,0.25,0.21,11.53,1.52,6.81,0.79,59.40,https://www.klsescreener.com/v2/stocks/view/0288/minox-international-group-berhad
CUSCAPI,0051,"SoftwareTechnology, Main Market",0.075,-0.005,-6.2%,0.065-0.190,720,0.41,0,0.06,18.44,0.00,6.78,1.25,70.87,https://www.klsescreener.com/v2/stocks/view/0051/cuscapi-berhad
MYTECH,7692,"MetalsIndustrial Products & Services, Main Market",0.225,-0.01,-4.3%,0.230-0.400,80,1.49,0,0.22,15.09,0.00,6.78,1.02,55.38,https://www.klsescreener.com/v2/stocks/view/7692/mytech-group-berhad
TGUAN,7034,"Packaging MaterialsIndustrial Products & Services, Main Market",1.290,0.01,0.8%,0.970-1.340,"2,878",15.83,6.5,2.35,8.15,5.04,6.74,0.55,521.73,https://www.klsescreener.com/v2/stocks/view/7034/thong-guan-industries-berhad
AEON,6599,"RetailersConsumer Products & Services, Main Market",1.070,-0.01,-0.9%,1.010-1.540,"27,467",9.53,4.5,1.427,11.23,4.21,6.68,0.75,1502.28,https://www.klsescreener.com/v2/stocks/view/6599/aeon-co-m-bhd
PRIVA,0123,"Telecommunications EquipmentTelecommunications & Media, Ace Market",0.080,0.01,14.3%,0.065-0.100,"25,927",0.80,0,0.12,10.04,0.00,6.64,0.67,54.03,https://www.klsescreener.com/v2/stocks/view/0123/privasia-technology-berhad
MAGNUM,3859,"Travel, Leisure & HospitalityConsumer Products & Services, Main Market",1.240,0,0%,1.120-1.420,"3,272",11.58,9,1.75,10.71,7.26,6.62,0.71,1782.81,https://www.klsescreener.com/v2/stocks/view/3859/magnum-berhad
SASBADI,5252,"MediaTelecommunications & Media, Main Market",0.165,0,0%,0.135-0.170,"2,372",2.51,0.75,0.38,6.57,4.55,6.60,0.43,71.96,https://www.klsescreener.com/v2/stocks/view/5252/sasbadi-holdings-berhad
CRESNDO,6718,"PropertyProperty, Main Market",1.170,0,0%,1.040-1.480,"5,609",11.44,10,1.74,10.23,8.55,6.57,0.67,993.89,https://www.klsescreener.com/v2/stocks/view/6718/crescendo-corporation-berhad
TECHBND,5289,"ChemicalsIndustrial Products & Services, Main Market",0.280,0.01,3.7%,0.265-0.340,"13,165",2.23,0.75,0.34,12.58,2.68,6.55,0.82,212.43,https://www.klsescreener.com/v2/stocks/view/5289/techbond-group-berhad
KTC,0180,"Consumer ServicesConsumer Products & Services, Main Market",0.140,0,0%,0.120-0.175,706,2.48,0,0.38,5.65,0.00,6.52,0.37,95.46,https://www.klsescreener.com/v2/stocks/view/0180/kim-teck-cheong-consolidated-berhad
PANSAR,8419,"Building MaterialsIndustrial Products & Services, Main Market",0.500,0,0%,0.465-0.600,50,4.56,0.5,0.7,10.98,1.00,6.51,0.71,258.70,https://www.klsescreener.com/v2/stocks/view/8419/pansar-berhad
HIL,8443,"ChemicalsIndustrial Products & Services, Main Market",0.705,0,0%,0.650-0.800,0,9.68,3,1.5,7.28,4.26,6.45,0.47,235.50,https://www.klsescreener.com/v2/stocks/view/8443/hil-industries-bhd
LEESK,8079,"Houshold GoodsConsumer Products & Services, Main Market",0.345,0.02,6.2%,0.315-0.545,401,2.06,1.5,0.32,16.73,4.35,6.45,1.08,86.84,https://www.klsescreener.com/v2/stocks/view/8079/lee-swee-kiat-group-berhad
NGGB,7241,"Industrial ServicesIndustrial Products & Services, Main Market",0.790,-0.005,-0.6%,0.715-0.850,"15,789",3.08,0,0.48,25.66,0.00,6.42,1.65,863.79,https://www.klsescreener.com/v2/stocks/view/7241/nextgreen-global-berhad
NESTCON,0235,"ConstructionConstruction, Ace Market",0.330,0.02,6.5%,0.280-0.405,700,1.47,0,0.23,22.38,0.00,6.41,1.43,257.08,https://www.klsescreener.com/v2/stocks/view/0235/nestcon-berhad
FIMACOR,3107,"Industrial ServicesIndustrial Products & Services, Main Market",1.680,0,0%,1.570-1.820,197,14.92,12.5,2.33,11.26,7.44,6.40,0.72,412.04,https://www.klsescreener.com/v2/stocks/view/3107/fima-corporation-berhad
PLENITU,5075,"PropertyProperty, Main Market",1.550,0,0%,1.280-2.430,355,30.95,7.5,4.84,5.01,4.84,6.39,0.32,591.38,https://www.klsescreener.com/v2/stocks/view/5075/plenitude-bhd
KPSCB,9121,"Wood & Wood ProductsIndustrial Products & Services, Main Market",0.590,0,0%,0.400-0.860,20,13.80,0,2.16,4.27,0.00,6.39,0.27,95.94,https://www.klsescreener.com/v2/stocks/view/9121/kps-consortium-bhd
MAHSING,8583,"PropertyProperty, Main Market",1.020,0,0%,0.925-1.300,"35,998",10.16,5,1.59,10.04,4.90,6.39,0.64,2611.34,https://www.klsescreener.com/v2/stocks/view/8583/mah-sing-group-berhad
BWYS,0313,"MetalsIndustrial Products & Services, Ace Market",0.175,0,0%,0.145-0.250,888,1.47,0.05,0.23,11.92,0.29,6.38,0.76,179.41,https://www.klsescreener.com/v2/stocks/view/0313/bwys-group-berhad
AGRICOR,0309,"Food & BeveragesConsumer Products & Services, Ace Market",0.410,0,0%,0.335-0.520,0,1.78,1,0.28,23.03,2.44,6.36,1.46,83.15,https://www.klsescreener.com/v2/stocks/view/0309/agricore-cs-holdings-berhad
CEPAT,8982,"PlantationPlantation, Main Market",0.745,0.005,0.7%,0.605-0.860,907,8.70,5,1.38,8.56,6.71,6.30,0.54,237.24,https://www.klsescreener.com/v2/stocks/view/8982/cepatwawasan-group-berhad
HAPSENG,3034,"Diversified IndustrialsIndustrial Products & Services, Main Market",2.740,-0.03,-1.1%,2.400-3.160,"2,180",20.10,20,3.19,13.63,7.30,6.30,0.86,6821.73,https://www.klsescreener.com/v2/stocks/view/3034/hap-seng-consolidated-berhad
PSP,0383,"Industrial ServicesIndustrial Products & Services, Ace Market",0.125,0,0%,0.110-0.170,"2,761",1.26,0,0.1,9.94,0.00,6.29,1.25,133.60,https://www.klsescreener.com/v2/stocks/view/0383/psp-energy-berhad
SCBUILD,0109,"ConstructionConstruction, Ace Market",0.010,0,0%,0.005-0.015,0,0.06,0,0.01,16.10,0.00,6.21,1.00,53.20,https://www.klsescreener.com/v2/stocks/view/0109/sc-estate-builder-berhad
VERSATL,4995,"RetailersConsumer Products & Services, Main Market",0.870,-0.01,-1.1%,0.650-1.050,374,2.67,0,0.43,32.60,0.00,6.21,2.02,243.69,https://www.klsescreener.com/v2/stocks/view/4995/versatile-creative-berhad
RESINTC,7232,"Building MaterialsIndustrial Products & Services, Main Market",0.465,-0.005,-1.1%,0.410-0.660,"1,120",6.97,1.25,1.124,6.67,2.69,6.20,0.41,91.02,https://www.klsescreener.com/v2/stocks/view/7232/resintech-berhad
GENM,4715,"Travel, Leisure & HospitalityConsumer Products & Services, Main Market",1.800,-0.04,-2.2%,1.460-2.390,"27,570",12.71,7,2.05,14.16,3.89,6.20,0.88,10688.48,https://www.klsescreener.com/v2/stocks/view/4715/genting-malaysia-berhad
SAMCHEM,5147,"ChemicalsIndustrial Products & Services, Main Market",0.385,0.015,4.1%,0.300-0.450,"7,037",3.22,1.8,0.52,11.95,4.68,6.20,0.74,209.44,https://www.klsescreener.com/v2/stocks/view/5147/samchem-holdings-berhad
BIPORT,5032,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",5.250,0,0%,5.000-6.020,0,26.50,15,4.282,19.81,2.86,6.19,1.23,2415.00,https://www.klsescreener.com/v2/stocks/view/5032/bintulu-port-holdings-bhd
AXTERIA,7120,"PropertyProperty, Main Market",0.100,0,0%,0.080-0.130,687,1.23,0,0.2,8.13,0.00,6.15,0.50,78.86,https://www.klsescreener.com/v2/stocks/view/7120/axteria-group-berhad
REDTONE,0032,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",0.300,0,0%,0.295-0.650,"3,769",1.96,2,0.319,15.32,6.67,6.13,0.94,234.74,https://www.klsescreener.com/v2/stocks/view/0032/redtone-digital-berhad
ECOFIRS,3557,"PropertyProperty, Main Market",0.320,-0.01,-3%,0.275-0.410,"2,063",2.75,0,0.45,11.65,0.00,6.10,0.71,386.54,https://www.klsescreener.com/v2/stocks/view/3557/ecofirst-consolidated-bhd
FAVCO,7229,"Industrial EngineeringIndustrial Products & Services, Main Market",1.590,0,0%,1.500-1.790,240,21.03,9,3.45,7.56,5.66,6.10,0.46,377.12,https://www.klsescreener.com/v2/stocks/view/7229/favelle-favco-berhad
SAPIND,7811,"Auto PartsIndustrial Products & Services, Main Market",0.840,0,0%,0.770-0.890,0,10.11,4,1.66,8.30,4.76,6.09,0.51,61.13,https://www.klsescreener.com/v2/stocks/view/7811/sapura-industrial-berhad
MAXIM,4022,"PropertyProperty, Main Market",0.290,0,0%,0.255-0.420,1,4.55,0,0.749,6.38,0.00,6.07,0.39,213.23,https://www.klsescreener.com/v2/stocks/view/4022/maxim-global-berhad
IMASPRO,7222,"ChemicalsIndustrial Products & Services, Main Market",0.745,0.065,9.6%,0.630-0.900,141,10.06,0,1.66,7.41,0.00,6.06,0.45,59.60,https://www.klsescreener.com/v2/stocks/view/7222/imaspro-corporation-bhd
SCOMNET,0001,"Health Care Equipment & ServicesHealth Care, Main Market",0.550,0.005,0.9%,0.490-1.120,"2,431",3.03,2,0.5,18.17,3.64,6.05,1.10,473.33,https://www.klsescreener.com/v2/stocks/view/0001/supercomnet-technologies-bhd
AMTEL,7031,"Telecommunications EquipmentTelecommunications & Media, Main Market",0.330,0,0%,0.315-0.495,100,5.26,0,0.87,6.27,0.00,6.05,0.38,32.43,https://www.klsescreener.com/v2/stocks/view/7031/amtel-holdings-berhad
HLCAP,5274,"Other FinancialsFinancial Services, Main Market",3.280,0,0%,3.100-4.000,134,26.42,19,4.37,12.41,5.79,6.05,0.75,809.82,https://www.klsescreener.com/v2/stocks/view/5274/hong-leong-capital-berhad
EUPE,6815,"PropertyProperty, Main Market",0.835,0.005,0.6%,0.800-1.120,15,22.57,2.2,3.74,3.70,2.63,6.04,0.22,122.91,https://www.klsescreener.com/v2/stocks/view/6815/eupe-corporation-berhad
ELKDESA,5228,"Other FinancialsFinancial Services, Main Market",1.110,0.01,0.9%,1.080-1.170,"1,069",6.62,4.5,1.1,16.77,4.05,6.02,1.01,504.84,https://www.klsescreener.com/v2/stocks/view/5228/elk-desa-resources-berhad
WAVEFRNT,8176,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.105,-0.01,-8.7%,0.115-0.320,"18,795",1.86,0,0.31,5.63,0.00,6.02,0.34,126.46,https://www.klsescreener.com/v2/stocks/view/8176/wavefront-berhad
GHS,0387,"Food & BeveragesConsumer Products & Services, Ace Market",0.200,0.005,2.6%,0.185-0.245,"12,027",1.92,0.25,0.16,10.39,1.25,6.02,1.25,94.70,https://www.klsescreener.com/v2/stocks/view/0387/guan-huat-seng-holdings-berhad
YSPSAH,7178,"PharmaceuticalsHealth Care, Main Market",2.060,0.01,0.5%,1.980-2.330,296,17.65,4,2.95,11.67,1.94,5.98,0.70,292.20,https://www.klsescreener.com/v2/stocks/view/7178/y-s-p-southeast-asia-holding-berhad
GENERGY,5343,"Renewable EnergyEnergy, Main Market",0.645,0.005,0.8%,0.605-0.980,"4,481",6.42,2,0.54,10.05,3.10,5.94,1.19,322.50,https://www.klsescreener.com/v2/stocks/view/5343/wasco-greenergy-berhad
KHB,0322,"Auto PartsIndustrial Products & Services, Ace Market",0.090,0,0%,0.085-0.150,364,0.83,0.35,0.14,10.84,3.89,5.93,0.64,36.21,https://www.klsescreener.com/v2/stocks/view/0322/khpt-holdings-berhad
ISF,0390,"Industrial ServicesIndustrial Products & Services, Ace Market",0.395,0.005,1.3%,0.350-0.560,"24,854",2.37,0,0.2,16.68,0.00,5.92,1.98,395.00,https://www.klsescreener.com/v2/stocks/view/0390/isf-group-berhad
KARYON,0054,"ChemicalsIndustrial Products & Services, Main Market",0.145,0,0%,0.120-0.175,0,1.66,0.45,0.28,8.76,3.10,5.91,0.52,68.98,https://www.klsescreener.com/v2/stocks/view/0054/karyon-industries-berhad
ASTINO,7162,"Building MaterialsIndustrial Products & Services, Main Market",0.500,0.01,2%,0.485-0.565,400,7.33,1,1.24,6.82,2.00,5.91,0.40,246.71,https://www.klsescreener.com/v2/stocks/view/7162/astino-berhad
ERDASAN,0072,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.085,0.005,6.3%,0.060-0.140,"2,890",3.81,0,0.644,2.23,0.00,5.91,0.13,19.45,https://www.klsescreener.com/v2/stocks/view/0072/erdasan-group-berhad
NEXGRAM,0096,"Telecommunications EquipmentTelecommunications & Media, Ace Market",0.025,-0.005,-16.7%,0.010-0.035,"4,940",0.51,0,0.086,4.94,0.00,5.89,0.29,24.44,https://www.klsescreener.com/v2/stocks/view/0096/nexgram-holdings-berhad
KRETAM,1996,"PlantationPlantation, Main Market",0.660,-0.01,-1.5%,0.480-0.710,50,2.74,1.5,0.466,24.05,2.27,5.89,1.42,1536.23,https://www.klsescreener.com/v2/stocks/view/1996/kretam-holdings-berhad
HSPLANT,5138,"PlantationPlantation, Main Market",2.330,0,0%,1.700-2.380,"2,094",15.61,7.6,2.66,14.93,3.26,5.87,0.88,1864.00,https://www.klsescreener.com/v2/stocks/view/5138/hap-seng-plantations-holdings
ANALABS,7083,"Industrial ServicesIndustrial Products & Services, Main Market",1.820,0.07,4%,1.520-1.833,120,32.42,0,5.53,5.61,0.00,5.86,0.33,218.49,https://www.klsescreener.com/v2/stocks/view/7083/analabs-resources-berhad
INNATURE,5295,"Personal GoodsConsumer Products & Services, Main Market",0.180,0,0%,0.150-0.245,540,1.09,1,0.186,16.48,5.56,5.86,0.97,127.06,https://www.klsescreener.com/v2/stocks/view/5295/innature-berhad
AJI,2658,"Food & BeveragesConsumer Products & Services, Main Market",12.300,-0.08,-0.6%,12.220-14.800,850,81.71,252.85,14.03,15.05,20.56,5.82,0.88,747.82,https://www.klsescreener.com/v2/stocks/view/2658/ajinomoto-malaysia-berhad
CLMT,5180,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.610,0,0%,0.550-0.700,"45,372",5.40,4.84,0.937,11.30,7.93,5.76,0.65,2052.70,https://www.klsescreener.com/v2/stocks/view/5180/capitaland-malaysia-trust
MUHIBAH,5703,"ConstructionConstruction, Main Market",0.515,0.005,1%,0.485-0.690,"1,131",10.95,3,1.92,4.70,5.83,5.70,0.27,377.74,https://www.klsescreener.com/v2/stocks/view/5703/muhibbah-engineering-m-bhd
NHB,5614,"Renewable EnergyEnergy, Main Market",0.565,0,0%,0.390-0.775,0,6.66,0,1.18,8.48,0.00,5.65,0.48,110.19,https://www.klsescreener.com/v2/stocks/view/5614/nuenergy-holdings-berhad
SBAGAN,2569,"PlantationPlantation, Main Market",5.720,0.11,2%,5.320-6.490,530,68.41,13,12.15,8.36,2.27,5.63,0.47,532.44,https://www.klsescreener.com/v2/stocks/view/2569/sungei-bagan-rubber-co-m-bhd
YOCB,5159,"Houshold GoodsConsumer Products & Services, Main Market",1.550,-0.04,-2.5%,1.450-1.800,150,11.97,8,2.14,12.95,5.16,5.59,0.72,248.00,https://www.klsescreener.com/v2/stocks/view/5159/yoong-onn-corporation-berhad
PANTECH,5125,"MetalsIndustrial Products & Services, Main Market",0.640,0,0%,0.580-0.750,"5,004",6.53,4.5,1.17,9.81,7.03,5.58,0.55,551.76,https://www.klsescreener.com/v2/stocks/view/5125/pantech-group-holdings-berhad
OXB,0368,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.270,0.005,1.9%,0.205-0.500,"3,156",1.00,0,0.179,27.13,0.00,5.55,1.51,191.70,https://www.klsescreener.com/v2/stocks/view/0368/oxford-innotech-berhad
WHITMAN,03070,"Other FinancialsFinancial Services, Leap Market",0.150,0,0%,0.125-0.150,0,0.45,0,0.02,33.63,0.00,5.49,7.39,30.00,https://www.klsescreener.com/v2/stocks/view/03070/whitman-holdings-berhad
L&G,3174,"PropertyProperty, Main Market",0.135,0.005,3.8%,0.090-0.190,"28,727",2.14,0.2,0.39,6.31,1.48,5.48,0.35,401.37,https://www.klsescreener.com/v2/stocks/view/3174/land-general-berhad
YTLREIT,5109,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.995,-0.005,-0.5%,0.975-1.200,"31,992",9.28,7.74,1.702,10.72,7.78,5.45,0.58,1785.42,https://www.klsescreener.com/v2/stocks/view/5109/ytl-hospitality-reit
CHINHIN,5273,"Building MaterialsIndustrial Products & Services, Main Market",2.190,0.03,1.4%,1.950-2.530,"13,237",2.93,0,0.54,74.82,0.00,5.42,4.06,7753.32,https://www.klsescreener.com/v2/stocks/view/5273/chin-hin-group-berhad
N2N,0108,"SoftwareTechnology, Ace Market",0.325,-0.005,-1.5%,0.305-0.440,178,2.37,2,0.44,13.73,6.15,5.38,0.74,181.42,https://www.klsescreener.com/v2/stocks/view/0108/n2n-connect-bhd
TNLOGIS,8397,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.780,-0.005,-0.6%,0.610-0.895,635,11.02,0,2.06,7.08,0.00,5.35,0.38,411.70,https://www.klsescreener.com/v2/stocks/view/8397/tiong-nam-logistics-holdings-berhad
ASM,0362,"Industrial ServicesIndustrial Products & Services, Ace Market",0.145,0,0%,0.120-0.205,0,0.59,0,0.11,24.65,0.00,5.35,1.32,77.54,https://www.klsescreener.com/v2/stocks/view/0362/asm-automation-group-berhad
HWATAI,8478,"Food & BeveragesConsumer Products & Services, Main Market",0.410,0,0%,0.380-0.530,20,2.10,0,0.395,19.51,0.00,5.33,1.04,30.68,https://www.klsescreener.com/v2/stocks/view/8478/hwa-tai-industries-bhd
MBL,5152,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.335,0.015,4.7%,0.285-0.410,"1,054",6.55,0,1.23,5.12,0.00,5.32,0.27,83.36,https://www.klsescreener.com/v2/stocks/view/5152/muar-ban-lee-group-berhad
PARADIGM,5338,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.960,-0.01,-1%,0.925-1.060,"32,363",7.45,4.1,1.051,12.89,4.27,5.31,0.91,1537.73,https://www.klsescreener.com/v2/stocks/view/5338/paradigm-real-estate-investment-trust
ALAQAR,5116,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",1.190,-0.01,-0.8%,1.190-1.320,"1,960",6.64,7.06,1.25,17.93,5.93,5.31,0.95,999.12,https://www.klsescreener.com/v2/stocks/view/5116/al-aqar-healthcare-reit
MARCO,3514,"Personal GoodsConsumer Products & Services, Main Market",0.100,0,0%,0.090-0.135,"7,132",1.01,0,0.19,9.95,0.00,5.29,0.53,105.43,https://www.klsescreener.com/v2/stocks/view/3514/marco-holdings-bhd
IGBB,5606,"PropertyProperty, Main Market",2.350,0.02,0.9%,1.348-2.640,242,17.72,0,3.352,13.26,0.00,5.29,0.70,4787.44,https://www.klsescreener.com/v2/stocks/view/5606/igb-berhad
AVALAND,5182,"PropertyProperty, Main Market",0.185,0.005,2.8%,0.175-0.305,"8,703",3.89,0.5,0.74,4.75,2.70,5.26,0.25,269.54,https://www.klsescreener.com/v2/stocks/view/5182/avaland-berhad
ORKIM,5348,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.970,0.01,1%,0.865-1.210,"11,587",6.52,2,0.62,14.87,2.06,5.26,1.56,970.00,https://www.klsescreener.com/v2/stocks/view/5348/orkim-berhad
SHANG,5517,"Travel, Leisure & HospitalityConsumer Products & Services, Main Market",1.710,-0.03,-1.7%,1.440-1.930,5,9.42,9,1.8,18.16,5.26,5.23,0.95,752.40,https://www.klsescreener.com/v2/stocks/view/5517/shangri-la-hotels-m-bhd
BRIGHT,9938,"Packaging MaterialsIndustrial Products & Services, Main Market",0.160,0,0%,0.150-0.245,0,3.39,0,0.65,4.71,0.00,5.22,0.25,32.85,https://www.klsescreener.com/v2/stocks/view/9938/bright-packaging-industry-berhad
TAMBUN,5191,"PropertyProperty, Main Market",0.775,0,0%,0.710-0.855,"1,430",9.52,4.5,1.84,8.14,5.81,5.17,0.42,340.47,https://www.klsescreener.com/v2/stocks/view/5191/tambun-indah-land-berhad
CATCHA,0173,"MediaTelecommunications & Media, Ace Market",0.245,-0.01,-3.9%,0.223-0.345,660,1.18,0,0.23,20.70,0.00,5.15,1.07,111.45,https://www.klsescreener.com/v2/stocks/view/0173/catcha-digital-berhad
DRBHCOM,1619,"AutomotiveConsumer Products & Services, Main Market",1.050,0,0%,0.600-1.350,"7,747",20.59,2.5,4.04,5.10,2.38,5.10,0.26,2029.90,https://www.klsescreener.com/v2/stocks/view/1619/drb-hicom-berhad
INGENIEU,5178,"MetalsIndustrial Products & Services, Main Market",0.025,-0.005,-16.7%,0.020-0.045,321,0.66,0,0.131,3.76,0.00,5.08,0.19,37.91,https://www.klsescreener.com/v2/stocks/view/5178/ingenieur-gudang-berhad
APM,5015,"Auto PartsIndustrial Products & Services, Main Market",3.130,0.07,2.3%,2.820-3.580,24,36.75,20,7.24,8.52,6.39,5.08,0.43,631.01,https://www.klsescreener.com/v2/stocks/view/5015/apm-automotive-holdings-berhad
ARANK,7214,"MetalsIndustrial Products & Services, Main Market",0.420,0,0%,0.375-0.530,0,5.40,2.25,1.07,7.78,5.36,5.05,0.39,75.08,https://www.klsescreener.com/v2/stocks/view/7214/a-rank-berhad
NHFATT,7060,"AutomotiveConsumer Products & Services, Main Market",1.550,0,0%,1.400-2.000,0,17.99,7.5,3.57,8.61,4.84,5.04,0.43,256.28,https://www.klsescreener.com/v2/stocks/view/7060/new-hoong-fatt-holdings-bhd
SMETRIC,0203,"SoftwareTechnology, Ace Market",0.130,0,0%,0.100-0.190,53,0.37,0,0.073,35.54,0.00,5.02,1.78,75.02,https://www.klsescreener.com/v2/stocks/view/0203/securemetric-berhad
MTAG,0213,"Industrial ServicesIndustrial Products & Services, Ace Market",0.235,0.01,4.4%,0.220-0.345,"2,073",1.66,2,0.33,14.20,8.51,5.02,0.71,160.18,https://www.klsescreener.com/v2/stocks/view/0213/mtag-group-berhad
WTK,4243,"Wood & Wood ProductsIndustrial Products & Services, Main Market",0.775,0.005,0.6%,0.380-0.875,"13,202",8.02,1,1.6,9.67,1.29,5.01,0.48,373.04,https://www.klsescreener.com/v2/stocks/view/4243/wtk-holdings-berhad
MISC,3816,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",8.320,0.06,0.7%,6.500-9.040,"54,529",38.09,38,7.62,21.85,4.57,5.00,1.09,37138.76,https://www.klsescreener.com/v2/stocks/view/3816/misc-berhad
UOAREIT,5110,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.835,0,0%,0.785-0.900,"2,194",7.12,6.95,1.425,11.73,8.32,5.00,0.59,564.13,https://www.klsescreener.com/v2/stocks/view/5110/uoa-real-estate-investment-trust
